id,kategoria,produkt,opinia,liczba gwiazdek,klasyfikacja opinii
373,RTV,GPS,"To urządzenie działa poprawnie, ale bez rewelacji. Wyświetlacz jest mały i mało czytelny w słońcu, a bateria mogłaby być bardziej wydajna. Ogólnie wystarczający na okazjonalne użytkowanie.",3,neutralna
374,RTV,GPS,"Nie jest to najlepszy GPS, ale za tę cenę spełnia swoje podstawowe zadanie. Sygnał jest w miarę stabilny, a mapa dość szczegółowa, choć w mieście zdarzają się problemy z dokładnością.",3,neutralna
375,RTV,GPS,"Sprzęt w porządku, ale bez fajerwerków. Wyświetlacz jest wystarczający, choć nie idealny, a bateria wytrzymuje krócej, niż się spodziewałem. Funkcje są podstawowe, ale działają stabilnie.",3,neutralna
376,RTV,GPS,"To solidne urządzenie, które spełnia swoje zadanie, ale brakuje mu nowoczesnych funkcji, jak sterowanie głosowe. Mimo wszystko działa poprawnie i nie zawiesza się zbyt często.",3,neutralna
377,RTV,GPS,Dobry sprzęt! ,4,pozytywna
378,RTV,GPS,"GPS działa bardzo dobrze, szybko znajduje sygnał i prowadzi precyzyjnie.",4,pozytywna
379,RTV,GPS,"Urządzenie jest proste w obsłudze, a mapa szczegółowa i aktualna.",4,pozytywna
380,RTV,GPS,"Jestem zadowolony, bateria wytrzymuje wystarczająco długo.",4,pozytywna
381,RTV,GPS,"To solidny GPS, działa płynnie i precyzyjnie prowadzi na trasie.",4,pozytywna
382,RTV,GPS,"Świetny sprzęt, wyświetlacz jest czytelny, a obsługa intuicyjna.",4,pozytywna
383,RTV,GPS,"Dobry wybór, szczególnie dla osób szukających prostego i niezawodnego GPS-a. ",4,pozytywna
384,RTV,GPS,"To GPS, który mogę polecić każdemu. Wyświetlacz jest czytelny, nawet w jasnym świetle, a mapa działa szybko i precyzyjnie. Urządzenie jest łatwe w obsłudze, a aktualizacje map są proste do przeprowadzenia.",4,pozytywna
385,RTV,GPS,"Jestem bardzo zadowolony z tego sprzętu. GPS działa szybko, sygnał łapie niemal od razu, a mapa jest bardzo szczegółowa. Dodatkowo wyświetlacz jest dobrze widoczny w różnych warunkach oświetleniowych.",4,pozytywna
386,RTV,GPS,"Sprzęt działa rewelacyjnie. Nawigacja jest bardzo dokładna, a wyświetlacz czytelny nawet w słońcu. Obsługa jest prosta, a urządzenie szybko reaguje na zmiany trasy. Polecam każdemu, kto szuka niezawodnego GPS-a. ",4,pozytywna
387,RTV,GPS,Rewelacyjna nawigacja! ,5,pozytywna
388,RTV,GPS,"Najlepszy GPS, jaki miałem. Działa szybko i precyzyjnie.",5,pozytywna
389,RTV,GPS,"Urządzenie jest bardzo dokładne, mapa szczegółowa, a obsługa prosta.",5,pozytywna
390,RTV,GPS,Wyświetlacz jest duży i czytelny w każdych warunkach.,5,pozytywna
391,RTV,GPS,"To GPS, który spełnia wszystkie moje oczekiwania.",5,pozytywna
392,RTV,GPS,"Fantastyczny sprzęt, działa bez zarzutu i szybko łapie sygnał.",5,pozytywna
393,RTV,GPS,"Bardzo solidne urządzenie, idealne na dłuższe trasy. ",5,pozytywna
394,RTV,GPS,"To najlepszy GPS, jaki miałem. Mapa jest bardzo szczegółowa, a urządzenie działa szybko i precyzyjnie. Wyświetlacz jest jasny i czytelny nawet w pełnym słońcu. Obsługa jest intuicyjna, a bateria wytrzymuje wystarczająco długo na dłuższe trasy. Polecam!",5,pozytywna
395,RTV,GPS,"Jestem zachwycony. GPS działa rewelacyjnie, bardzo szybko łapie sygnał, a mapa jest zawsze aktualna. Dodatkowo wyświetlacz jest świetnie zaprojektowany i doskonale widoczny w różnych warunkach. To sprzęt wart swojej ceny!",5,pozytywna
396,RTV,GPS,"To urządzenie, które naprawdę robi wrażenie. Nawigacja działa płynnie, szybko reaguje na zmiany trasy, a mapa jest bardzo precyzyjna. Wyświetlacz jest duży i czytelny, co sprawia, że korzystanie z GPS-a to czysta przyjemność. ",5,pozytywna
397,telefony,Sony Ericsson K750i ,"Ten telefon to największa tandeta jaką widziałem wśród telefonów. Jest brzydki, niewygodny, mały i nieczytelny wyświetlacz, niewygodne przyciski, odtwarzacz mp 3 do niczego- gra jak stare radio w garażu. Dzwonki polifoniczne odtwarza jak kościelne organy, niektórych dzwonków w ogóle nie można ściszyć . Słuchawki to chyba najgorsza sprawa w tym telefonie, zrobione tandetnie, wypadają z uszu, jednym słowem jak słuchawki z biedronki za 2 zł. Dżojstik nie wygodny kanciasty. Aparat przebarwia fotki, beznadziejny, chyba tylko w opisie ma 2 mln pikseli. Oprócz tego nie czytelne menu. W wybranych połączeniach wyświetla numery, na które nigdy nie dzwoniłem, przy jednych numerach podaje dat? i godzin? a przy innych nie. Podsumowując - NIE KUPUJCIE TEGO TELEFONU BO TO WIELKI PRZEREKLAMOWANY SZAJS.",1,negatywna
398,telefony,Sony Ericsson K750i ,mam go od roku i powiem ze jak na telefon ma wszystko co dziś potrzebne także wiele wad a w szczególności dżojstik a poza tym nie polecam go osobą które pracują w ekstremalnych warunkach bo ten telefonik już w tedy rady nie daje ,2,negatywna
399,telefony,Sony Ericsson K750i ,"Z telefonu byłem zadowolony dopóki nie musiałem oddać go do serwisu. Wtyk od ładowarki zniszczył mi wejście żeby go naładować musiałem podłączać go przez USB do komputera. Serwis odmówił naprawy z powodu jakiejś wody w telefonie, telefon nigdy nie był zalany. Kiedyś lubiłem tą firmę teraz szczerze odradzam zakup ze względu na serwis ",3,neutralna
400,telefony,Sony Ericsson K750i ,Jak robię zdjęcia i naciskam to muszę długo trzymać zanim zrobi a tak to wspaniały telefon ,3,neutralna
401,telefony,Sony Ericsson K750i ,"Działa po dzień dzisiejszy (to już 6 lat). Super telefon, wytrzymały na upadki, łatwy w obsłudze i dość tani. ",4,pozytywna
402,telefony,Sony Ericsson K750i ,"Najlepszy telefon w swojej klasie jaki mogłam używać; mnóstwo funkcji, zadowoli nawet najwybredniejszego użytkownika; dobrze wspominam ten telefon. ",5,pozytywna
403,telefony,Samsung B2710 SOLID ,Jak każdy samsung niedopracowany. Synchronizacja z innymi urządzeniami do bani. Nigdy więcej samsunga. to kolejny samsung który sprawia problemy (wcześniej GALAXY 2 mini) tez do bani jeśli chodzi o współprace z innymi urządzaniami - komp tablet itd. A KIES to chyba totalna porażka ,1,negatywna
404,telefony,Samsung B2710 SOLID ,Tel kupiony w salonie Plus GSM po pol roku dwa razy w naprawie dalej się blokuje gry nie graja haha wiec je skasowałem bardzo mala pamięć co chwile trzeba coś wyrzucać bateria trzyma max dwa dni Nie polecam telefon przereklamowany Jedyna zaleta odporny na upadki dla kogoś kto pracuje na budowie i musi mieć telefon. Ogólnie LIPA ,2,negatywna
405,telefony,Samsung B2710 SOLID ,"Witam, ja też się trochę przejechałem na tym modelu, ale raczej tylko na obiecanym czasie działania na baterii, mi trzymało 3 dni i oddałem do serwisu gdzie zmienili gniazdo ładowania i baterie ale było znowu to samo, poza tym telefon solidny.",3,neutralna
406,telefony,Samsung B2710 SOLID ,"W zasadzie tylko do dzwonienia i SMS, solidnie wykonany, długi czas pracy baterii. Wyjątkowo archaiczny soft, brak wsparcia ze strony producenta. ",3,neutralna
407,telefony,Samsung B2710 SOLID ,"Odnowiony. Działa, dzwonię, odbieram połączenia - dla mnie wystarczy. Jeśli jest tak solidny jak piszą o nim to jestem zadowolony. Jestem hydraulikiem i dla mnie ten telefon jest jedynym który można używać na budowie.",4,pozytywna
408,telefony,Samsung B2710 SOLID ,Jet OK. Jeżeli ktoś szuka pancernego telefonu to jest to strzał w 10-kę Mój spadł z dachu auta przy prędkości około 10km/h i pokoziołkował po asfalcie. Oprócz kilkunastu rysek wszystko jest w porządku. Polecam !!!,5,pozytywna
409,telefony,Sony Ericsson K750i ,Beznadziejny telefon! ,1,negatywna
410,telefony,Sony Ericsson K750i ,"Wyświetlacz jest mały i nieczytelny, a przyciski bardzo niewygodne.",1,negatywna
411,telefony,Sony Ericsson K750i ,"Telefon jest bardzo słaby, dżojstik zacina się, a menu jest mało intuicyjne.",1,negatywna
412,telefony,Sony Ericsson K750i ,"Nie polecam tego modelu, ciągle się zawiesza, a dźwięk jest tragiczny.",1,negatywna
413,telefony,Sony Ericsson K750i ,"Słuchawki są tandetne i wypadają z uszu, jakość wykonania bardzo niska.",1,negatywna
414,telefony,Sony Ericsson K750i ,"Dzwonki brzmią fatalnie, a aparat robi zdjęcia o bardzo niskiej jakości.",1,negatywna
415,telefony,Sony Ericsson K750i ,"Ten model to porażka, odradzam każdemu, kto szuka solidnego telefonu. ",1,negatywna
416,telefony,Sony Ericsson K750i ,"To najgorszy telefon, jaki miałem. Dżojstik zacina się już po kilku miesiącach użytkowania, a wyświetlacz jest tak mały, że ciężko coś na nim zobaczyć. Menu jest chaotyczne, a dźwięk brzmi jak z taniego radia. Nie polecam!",1,negatywna
417,telefony,Sony Ericsson K750i ,"Telefon wygląda solidnie, ale to tylko pozory. Szybko zaczyna się psuć, a dźwięk jest tak kiepski, że nie da się komfortowo rozmawiać. Dodatkowo, aparat robi zdjęcia o bardzo niskiej jakości.",1,negatywna
418,telefony,Sony Ericsson K750i ,"Ten model to totalny niewypał. Wyświetlacz ma kiepską rozdzielczość, dżojstik jest niewygodny, a słuchawki to najgorsza tandeta, jaką widziałem. Telefon nadaje się tylko do wyrzucenia.",1,negatywna
420,telefony,Sony Ericsson K750i ,"Telefon ma kilka funkcji, ale dżojstik szybko przestaje działać.",2,negatywna
421,telefony,Sony Ericsson K750i ,"Wyświetlacz jest słaby, a jakość wykonania pozostawia wiele do życzenia.",2,negatywna
422,telefony,Sony Ericsson K750i ,"Aparat ma niską jakość zdjęć, mimo że w specyfikacji wygląda dobrze.",2,negatywna
423,telefony,Sony Ericsson K750i ,"Telefon działa, ale menu jest nieczytelne i trudne w obsłudze.",2,negatywna
424,telefony,Sony Ericsson K750i ,"Dżojstik jest bardzo niewygodny, a słuchawki nie nadają się do użytku.",2,negatywna
425,telefony,Sony Ericsson K750i ,"Sprzęt w porządku na początek, ale szybko się psuje, zwłaszcza przy intensywnym użytkowaniu. ",2,negatywna
426,telefony,Sony Ericsson K750i ,"Telefon ma kilka zalet, ale niestety nie spełnia moich oczekiwań. Wyświetlacz jest zbyt mały, a dżojstik szybko zaczyna szwankować. Jakość wykonania jest średnia, a słuchawki są kompletnie nieprzydatne.",2,negatywna
427,telefony,Sony Ericsson K750i ,"Kupiłem ten telefon, licząc na solidność marki, ale bardzo się rozczarowałem. Dżojstik przestał działać już po kilku miesiącach, a aparat robi bardzo słabe zdjęcia. To nie jest sprzęt godny polecenia.",2,negatywna
428,telefony,Sony Ericsson K750i ,"Telefon działa, ale tylko w podstawowym zakresie. Dżojstik jest mało precyzyjny, a wyświetlacz jest za mały i mało czytelny. Dodatkowo jakość dźwięku jest bardzo niska. ",2,negatywna
431,telefony,Sony Ericsson K750i ,"Telefon działa, ale dżojstik mógłby być bardziej wygodny.",3,neutralna
432,telefony,Sony Ericsson K750i ,"Jest w porządku, choć aparat robi zdjęcia o przeciętnej jakości.",3,neutralna
433,telefony,Sony Ericsson K750i ,"Wyświetlacz jest czytelny, ale menu jest mało intuicyjne.",3,neutralna
434,telefony,Sony Ericsson K750i ,"To dobry model, ale ma swoje wady, szczególnie jeśli chodzi o dźwięk.",3,neutralna
435,telefony,Sony Ericsson K750i ,"Telefon działa, ale szybko się rysuje i wygląda nieestetycznie.",3,neutralna
436,telefony,Sony Ericsson K750i ,"Jest funkcjonalny, ale nie wyróżnia się niczym szczególnym.",3,neutralna
437,telefony,Sony Ericsson K750i ,"Do podstawowego użytku się nadaje, choć bateria mogłaby trzymać dłużej.",3,neutralna
438,telefony,Sony Ericsson K750i ,"Telefon jest trwały, ale dżojstik szybko przestaje działać.",3,neutralna
439,telefony,Sony Ericsson K750i ,"Nie jest zły, ale oczekiwałem lepszego aparatu i bardziej wygodnego menu.",3,neutralna
440,telefony,Sony Ericsson K750i ,"Telefon w porządku, ale słuchawki są słabej jakości.",3,neutralna
441,telefony,Sony Ericsson K750i ,"To przeciętny sprzęt, działa, ale dżojstik jest niewygodny.",3,neutralna
442,telefony,Sony Ericsson K750i ,"Menu jest trochę skomplikowane, ale ogólnie telefon działa poprawnie. ",3,neutralna
443,telefony,Sony Ericsson K750i ,"Telefon spełnia swoje podstawowe zadanie, ale dżojstik jest bardzo niewygodny w obsłudze. Wyświetlacz jest w miarę czytelny, ale aparat robi zdjęcia o bardzo przeciętnej jakości. Sprzęt nadaje się do codziennego użytku, ale nic ponadto.",3,neutralna
444,telefony,Sony Ericsson K750i ,"To telefon, który działa, ale bez większych rewelacji. Dżojstik jest trochę problematyczny, a wyświetlacz jest dość mały. Zdjęcia są przeciętne, a słuchawki dodane w zestawie są bardzo słabej jakości.",3,neutralna
445,telefony,Sony Ericsson K750i ,"Telefon jest funkcjonalny, ale szybko się rysuje i traci na estetyce. Menu jest trochę skomplikowane, ale da się do niego przyzwyczaić. Ogólnie w porządku, ale bez większych rewelacji. ",3,neutralna
446,telefony,Sony Ericsson K750i ,"Telefon ma swoje zalety, takie jak trwała obudowa i w miarę wygodne menu, ale niestety nie spełnia wszystkich moich oczekiwań. Dżojstik jest niewygodny, a aparat robi zdjęcia o przeciętnej jakości.",3,neutralna
447,telefony,Sony Ericsson K750i ,"Urządzenie działa poprawnie, choć widać pewne braki w funkcjonalności. Menu mogłoby być bardziej intuicyjne, a jakość dźwięku podczas rozmów mogłaby być lepsza. Ogólnie spełnia podstawowe potrzeby.",3,neutralna
448,telefony,Sony Ericsson K750i ,"To telefon, który zadowoli mniej wymagających użytkowników. Działa stabilnie, choć ma pewne niedociągnięcia, takie jak trudne do obsługi menu i przeciętny aparat. Bateria działa całkiem dobrze, co jest dużym plusem.",3,neutralna
450,telefony,Sony Ericsson K750i ,"Telefon jest wytrzymały i łatwy w obsłudze, idealny na co dzień.",4,pozytywna
451,telefony,Sony Ericsson K750i ,"Jakość wykonania jest bardzo dobra, a telefon działa bez zarzutu.",4,pozytywna
452,telefony,Sony Ericsson K750i ,"To świetny sprzęt dla osób, które potrzebują prostego i solidnego telefonu.",4,pozytywna
453,telefony,Sony Ericsson K750i ,"Aparat robi przyzwoite zdjęcia, a wyświetlacz jest czytelny.",4,pozytywna
454,telefony,Sony Ericsson K750i ,"Telefon jest tani, a jednocześnie bardzo funkcjonalny i wygodny w obsłudze.",4,pozytywna
455,telefony,Sony Ericsson K750i ,"Działa bez problemów, a jego wytrzymałość jest dużym atutem. ",4,pozytywna
456,telefony,Sony Ericsson K750i ,"Telefon działa bardzo dobrze, jest wytrzymały i łatwy w obsłudze. Wyświetlacz jest czytelny, a aparat robi przyzwoite zdjęcia. To świetny sprzęt dla osób, które szukają prostego i solidnego telefonu na co dzień.",4,pozytywna
457,telefony,Sony Ericsson K750i ,"To jeden z najlepszych telefonów, jakie miałem. Jest solidny, wytrzymały na upadki, a do tego bardzo łatwy w obsłudze. Jego prostota i funkcjonalność sprawiają, że jest świetnym wyborem w tej klasie cenowej.",4,pozytywna
458,telefony,Sony Ericsson K750i ,"Telefon działa bez zarzutu. Jest bardzo wytrzymały, a bateria trzyma długo. Wyświetlacz jest czytelny, a aparat robi całkiem niezłe zdjęcia. Polecam każdemu, kto szuka prostego i solidnego telefonu.",4,pozytywna
459,telefony,Sony Ericsson K750i ,Świetny telefon! ,5,pozytywna
460,telefony,Sony Ericsson K750i ,"Najlepszy telefon w tej klasie, działa perfekcyjnie i jest bardzo wytrzymały.",5,pozytywna
461,telefony,Sony Ericsson K750i ,"Telefon jest świetny, działa szybko i ma mnóstwo przydatnych funkcji.",5,pozytywna
462,telefony,Sony Ericsson K750i ,"Wyświetlacz jest czytelny, a aparat robi naprawdę dobre zdjęcia.",5,pozytywna
463,telefony,Sony Ericsson K750i ,"Jestem bardzo zadowolony, to idealny telefon do codziennego użytku.",5,pozytywna
464,telefony,Sony Ericsson K750i ,"Telefon jest solidny, funkcjonalny i bardzo łatwy w obsłudze.",5,pozytywna
465,telefony,Sony Ericsson K750i ,"To najlepszy telefon, jaki miałem. Wytrzymały i bardzo wygodny w użyciu. ",5,pozytywna
466,telefony,Sony Ericsson K750i ,"Telefon działa bez zarzutu. Jest bardzo solidny, a do tego łatwy w obsłudze. Wyświetlacz jest czytelny, a aparat robi bardzo dobre zdjęcia. To świetny wybór dla osób, które szukają niezawodnego sprzętu na co dzień.",5,pozytywna
467,telefony,Sony Ericsson K750i ,"To najlepszy telefon w tej klasie. Wytrzymały, funkcjonalny i bardzo prosty w obsłudze. Wyświetlacz jest jasny i czytelny, a bateria trzyma bardzo długo. Jestem zachwycony!",5,pozytywna
468,telefony,Sony Ericsson K750i ,"Jestem bardzo zadowolony z tego telefonu. Jest wytrzymały, ma czytelny wyświetlacz i bardzo dobry aparat. To świetny sprzęt, który sprawdzi się zarówno na co dzień, jak i w trudniejszych warunkach. ",5,pozytywna
469,telefony,Samsung B2710 SOLID ,"Tragedia, nie polecam! ",1,negatywna
470,telefony,Samsung B2710 SOLID ,"Telefon ma wiele wad, synchronizacja z innymi urządzeniami to koszmar.",1,negatywna
471,telefony,Samsung B2710 SOLID ,"Urządzenie ciągle się zawiesza, a oprogramowanie jest bardzo przestarzałe.",1,negatywna
472,telefony,Samsung B2710 SOLID ,"Jest bardzo niedopracowany, bateria trzyma krótko, a pamięć jest minimalna.",1,negatywna
473,telefony,Samsung B2710 SOLID ,"Problemy z łącznością i archaiczny soft sprawiają, że telefon jest prawie bezużyteczny.",1,negatywna
474,telefony,Samsung B2710 SOLID ,"Nigdy więcej Samsunga, ciągle awarie i problemy z kompatybilnością.",1,negatywna
475,telefony,Samsung B2710 SOLID ,"Telefon wygląda solidnie, ale działa fatalnie, ciągłe błędy i problemy. ",1,negatywna
476,telefony,Samsung B2710 SOLID ,"To najgorszy telefon, jaki miałem. Synchronizacja z innymi urządzeniami to kompletny dramat – wszystko działa wolno, a aplikacje ciągle się zawieszają. Oprogramowanie jest przestarzałe i nie ma wsparcia ze strony producenta. Zdecydowanie odradzam.",1,negatywna
477,telefony,Samsung B2710 SOLID ,"Telefon może wygląda solidnie, ale to tylko pozory. Problemy z oprogramowaniem, ciągłe zawieszanie się i bardzo słaba bateria sprawiają, że korzystanie z niego to koszmar. Nie nadaje się do codziennego użytku.",1,negatywna
478,telefony,Samsung B2710 SOLID ,"Kupiłem ten model, licząc na wytrzymałość, ale niestety zawiodłem się. Telefon ma bardzo mało pamięci, a bateria trzyma zaledwie dwa dni. Dodatkowo oprogramowanie jest przestarzałe i mało intuicyjne. ",1,negatywna
479,telefony,Samsung B2710 SOLID ,"Lipa, nie polecam. ",2,negatywna
480,telefony,Samsung B2710 SOLID ,"Telefon działa, ale bardzo wolno, oprogramowanie jest mało funkcjonalne.",2,negatywna
481,telefony,Samsung B2710 SOLID ,"Nie radzi sobie z większymi obciążeniami, zawiesza się przy prostych operacjach.",2,negatywna
482,telefony,Samsung B2710 SOLID ,"Bateria trzyma maksymalnie dwa dni, co jest bardzo uciążliwe.",2,negatywna
483,telefony,Samsung B2710 SOLID ,"Pamięć telefonu jest tak mała, że ciągle trzeba coś usuwać.",2,negatywna
484,telefony,Samsung B2710 SOLID ,"Telefon jest solidny na zewnątrz, ale w środku pełno niedociągnięć.",2,negatywna
485,telefony,Samsung B2710 SOLID ,"Synchronizacja z komputerem to prawdziwy koszmar, wszystko działa bardzo wolno. ",2,negatywna
486,telefony,Samsung B2710 SOLID ,"Telefon wygląda dobrze, ale jego działanie pozostawia wiele do życzenia. Oprogramowanie jest powolne, a bateria trzyma krótko. Pamięć jest bardzo ograniczona, co sprawia, że trudno go używać do czegokolwiek poza podstawowymi funkcjami.",2,negatywna
487,telefony,Samsung B2710 SOLID ,"Samsung B2710 miał być wytrzymałym telefonem, ale niestety jego oprogramowanie to totalna porażka. Synchronizacja z innymi urządzeniami jest bardzo trudna, a bateria nie wytrzymuje dłużej niż dwa dni.",2,negatywna
488,telefony,Samsung B2710 SOLID ,"Telefon działa poprawnie tylko w podstawowym zakresie. Oprogramowanie jest przestarzałe, a pamięć zbyt mała, by instalować cokolwiek. Dodatkowo bateria szybko się rozładowuje, co sprawia, że jest mało praktyczny. ",2,negatywna
490,telefony,Samsung B2710 SOLID ,W porządku. ,3,neutralna
491,telefony,Samsung B2710 SOLID ,"Telefon działa dobrze, ale oprogramowanie jest bardzo archaiczne.",3,neutralna
492,telefony,Samsung B2710 SOLID ,"Wytrzymały telefon, ale brakuje mu nowoczesnych funkcji.",3,neutralna
493,telefony,Samsung B2710 SOLID ,"Bateria trzyma dość długo, ale pamięć jest bardzo mała.",3,neutralna
494,telefony,Samsung B2710 SOLID ,"To solidny telefon do podstawowych zastosowań, ale nic więcej.",3,neutralna
495,telefony,Samsung B2710 SOLID ,"Nieźle się sprawdza na budowie, ale brak wsparcia od producenta.",3,neutralna
496,telefony,Samsung B2710 SOLID ,"Telefon nadaje się głównie do dzwonienia i SMS-ów, nic więcej.",3,neutralna
497,telefony,Samsung B2710 SOLID ,"Synchronizacja z komputerem mogłaby być łatwiejsza, ale da się korzystać.",3,neutralna
498,telefony,Samsung B2710 SOLID ,"Pamięć jest ograniczona, ale telefon działa stabilnie i długo na baterii.",3,neutralna
499,telefony,Samsung B2710 SOLID ,"Nie jest to telefon dla każdego, ale do pracy w trudnych warunkach się nadaje.",3,neutralna
500,telefony,Samsung B2710 SOLID ,"Brakuje nowoczesnych funkcji, ale podstawowe działanie jest w porządku.",3,neutralna
501,telefony,Samsung B2710 SOLID ,"Telefon wytrzymuje upadki, ale oprogramowanie ma swoje ograniczenia.",3,neutralna
502,telefony,Samsung B2710 SOLID ,"Jest funkcjonalny, ale brak wsparcia producenta jest sporym minusem. ",3,neutralna
503,telefony,Samsung B2710 SOLID ,"Telefon jest bardzo wytrzymały, co jest jego największą zaletą. Bateria trzyma długo, a obudowa wytrzymuje upadki i inne uszkodzenia. Niestety, oprogramowanie jest przestarzałe, a pamięć zbyt mała, by pomieścić cokolwiek poza podstawowymi aplikacjami.",3,neutralna
504,telefony,Samsung B2710 SOLID ,"Samsung B2710 to solidny telefon, który dobrze sprawdza się w trudnych warunkach. Działa długo na baterii, a jego obudowa jest naprawdę wytrzymała. Jednak brak wsparcia od producenta i archaiczne oprogramowanie to spory minus.",3,neutralna
505,telefony,Samsung B2710 SOLID ,"Telefon jest w porządku, jeśli szukasz czegoś wytrzymałego i prostego. Działa dobrze w podstawowym zakresie, ale pamięć jest bardzo ograniczona, a synchronizacja z komputerem to prawdziwe wyzwanie.",3,neutralna
506,telefony,Samsung B2710 SOLID ,"To dobry telefon dla osób, które potrzebują wytrzymałego sprzętu do pracy. Wytrzymuje upadki i trzyma długo na baterii, ale niestety oprogramowanie jest bardzo ograniczone i brakuje wsparcia technicznego.",3,neutralna
507,telefony,Samsung B2710 SOLID ,"Telefon działa stabilnie, ale brak nowoczesnych funkcji jest zauważalny. Wyświetlacz jest czytelny, a bateria wytrzymuje długi czas. To sprzęt dla osób, które cenią prostotę i wytrzymałość.",3,neutralna
508,telefony,Samsung B2710 SOLID ,"Jest to telefon, który dobrze sprawdza się w pracy w trudnych warunkach. Solidna obudowa i długa praca na baterii to jego największe atuty. Niestety, brak wsparcia od producenta i archaiczne oprogramowanie sprawiają, że nie jest to telefon dla każdego. ",3,neutralna
509,telefony,Samsung B2710 SOLID ,Wytrzymały i solidny! ,4,pozytywna
510,telefony,Samsung B2710 SOLID ,"Telefon jest bardzo wytrzymały, idealny do pracy w trudnych warunkach.",4,pozytywna
511,telefony,Samsung B2710 SOLID ,"Bateria trzyma długo, a obudowa wytrzymuje upadki i inne uszkodzenia.",4,pozytywna
512,telefony,Samsung B2710 SOLID ,To świetny telefon dla osób pracujących na budowie.,4,pozytywna
513,telefony,Samsung B2710 SOLID ,"Działa stabilnie i długo, bez zbędnych problemów.",4,pozytywna
514,telefony,Samsung B2710 SOLID ,"Jestem zadowolony, spełnia moje oczekiwania.",4,pozytywna
515,telefony,Samsung B2710 SOLID ,"Telefon sprawdza się świetnie w codziennym użytkowaniu, wytrzymały i funkcjonalny. ",4,pozytywna
516,telefony,Samsung B2710 SOLID ,"Telefon jest bardzo solidny i świetnie nadaje się do pracy w trudnych warunkach. Bateria trzyma długo, a wytrzymała obudowa sprawia, że upadki nie są problemem. Brakuje może nowoczesnych funkcji, ale jako sprzęt do pracy jest niezawodny.",4,pozytywna
517,telefony,Samsung B2710 SOLID ,"To jeden z najlepszych telefonów do zadań specjalnych, jakie miałem. Jest wytrzymały, działa długo na baterii i nie zawiesza się. Idealny dla osób, które szukają telefonu do podstawowego użytku w trudnych warunkach.",4,pozytywna
518,telefony,Samsung B2710 SOLID ,"Telefon działa bardzo dobrze i jest bardzo wytrzymały. Bateria trzyma kilka dni, a obudowa wytrzymuje naprawdę dużo. To świetny sprzęt dla osób, które cenią prostotę i niezawodność. ",4,pozytywna
520,telefony,Samsung B2710 SOLID ,"Najlepszy telefon do pracy w trudnych warunkach, wytrzymały i solidny.",5,pozytywna
521,telefony,Samsung B2710 SOLID ,"Telefon działa bez zarzutu, jest wytrzymały i funkcjonalny.",5,pozytywna
522,telefony,Samsung B2710 SOLID ,"Bateria trzyma bardzo długo, a obudowa jest niezwykle solidna.",5,pozytywna
523,telefony,Samsung B2710 SOLID ,"Świetny telefon, idealny do pracy na budowie i w trudnych warunkach.",5,pozytywna
524,telefony,Samsung B2710 SOLID ,"To mój ulubiony telefon, prosty w obsłudze i niezawodny.",5,pozytywna
525,telefony,Samsung B2710 SOLID ,"Działa świetnie, a jego wytrzymałość robi wrażenie. ",5,pozytywna
526,telefony,Samsung B2710 SOLID ,"To najlepszy telefon, jaki miałem. Jest bardzo wytrzymały, działa długo na baterii i nie zawiesza się. Idealny do pracy w trudnych warunkach – upadki, kurz czy woda nie są dla niego problemem. Polecam każdemu!",5,pozytywna
527,telefony,Samsung B2710 SOLID ,"Telefon jest świetny, jeśli szukasz niezawodnego sprzętu do pracy. Bateria trzyma kilka dni, obudowa jest bardzo solidna, a sam telefon działa stabilnie. Jestem bardzo zadowolony z tego zakupu!",5,pozytywna
528,telefony,Samsung B2710 SOLID ,"To idealny telefon dla osób, które potrzebują wytrzymałego sprzętu. Obudowa jest niezwykle solidna, a bateria trzyma bardzo długo. Telefon działa szybko i stabilnie, spełnia wszystkie moje oczekiwania. ",5,pozytywna
529,Odzież,Torebka,Torebka znacznie rożni się od tej na obrazku. Ramiączko od torebki ciągle się odpina. Jakość beznadziejna. Więcej nie kupie. ,1,negatywna
530,Odzież,Torebka,Torebka ładna i byłabym bardzo zadowolona gdyby nie to że ma wadę na froncie jest do odesłania ,2,negatywna
531,Odzież,Torebka,"Fajna torebka. Kolor również. Niestety tworzywo, z którego zrobiona jest bardzo słabej jakości. ",3,neutralna
532,Odzież,Torebka,"Oczekiwałam że to będzie raczej torebka w stylu konduktorka, ale to jest mała torebeczka bardziej wyjściowa niż na co dzień. ",3,neutralna
533,Odzież,Torebka,Wielkość i wyposażenie torebki bardzo fajna. Torebka na wyjście i do pracy. Polecam ,4,pozytywna
534,Odzież,Torebka,"Torebka z wytłaczanymi kwiatami,bardzo ładnie wykonana,polecam ",5,pozytywna
535,Odzież,Botki,Fatalna jakość obuwia ! Po jednym dniu buty się rozkleiły. Nie polecam. ,1,negatywna
536,Odzież,Botki,"Nieprecyzyjnie wykończone: w czarnych butach jasna podszewka która przy czarnych rajstopach wygląda jak wystająca skarpeta i podobnie: przy ślicznych popielatych butach, wystająca beżowa podszewka. I to dyskwalifikuje kupno, bo u innych producentów można znaleźć dobrą jakość ",2,negatywna
